,plate_id,study,plate_type,species,strain,media,rep,setup_time
281,354,Duke E.coli,PM12B,E. coli,GN02254,IF10b,R2,9/6/2020 1:10:07 PM
282,355,Duke E.coli,PM12B,E. coli,GN02277,IF10b,R1,9/6/2020 1:10:07 PM
283,356,Duke E.coli,PM12B,E. coli,GN02277,IF10b,R2,9/6/2020 1:10:07 PM
284,357,Duke E.coli,PM12B,E. coli,GN02290,IF10b,R1,9/6/2020 1:10:07 PM
285,358,Duke E.coli,PM12B,E. coli,GN02290,IF10b,R2,9/6/2020 1:10:07 PM
286,359,Duke E.coli,PM12B,E. coli,GN02317,IF10b,R1,8/24/2020 2:05:17 PM
287,360,Duke E.coli,PM12B,E. coli,GN02317,IF10b,R2,8/24/2020 2:05:17 PM
288,361,Duke E.coli,PM12B,E. coli,GN02337,IF10b,R1,8/24/2020 2:05:17 PM
289,362,Duke E.coli,PM12B,E. coli,GN02337,IF10b,R2,8/24/2020 2:05:17 PM
290,363,Duke E.coli,PM12B,E. coli,GN02354,IF10b,R1,9/5/2020 1:56:42 PM
291,364,Duke E.coli,PM12B,E. coli,GN02354,IF10b,R2,9/5/2020 1:56:42 PM
292,365,Duke E.coli,PM12B,E. coli,GN02375,IF10b,R1,9/5/2020 1:56:42 PM
293,366,Duke E.coli,PM12B,E. coli,GN02375,IF10b,R2,9/5/2020 1:56:42 PM
294,367,Duke E.coli,PM12B,E. coli,GN02380,IF10b,R1,9/5/2020 1:56:42 PM
295,368,Duke E.coli,PM12B,E. coli,GN02380,IF10b,R2,9/5/2020 1:56:42 PM
296,369,Duke E.coli,PM01,E. coli,GN02007,M9,R1,8/22/2020 1:32:46 PM
297,370,Duke E.coli,PM01,E. coli,GN02007,M9,R2,8/22/2020 1:32:46 PM
298,371,Duke E.coli,PM01,E. coli,GN02009,M9,R1,8/22/2020 1:32:46 PM
299,372,Duke E.coli,PM01,E. coli,GN02009,M9,R2,8/22/2020 1:32:46 PM
300,373,Duke E.coli,PM01,E. coli,GN02094,M9,R1,8/22/2020 1:32:46 PM
301,374,Duke E.coli,PM01,E. coli,GN02094,M9,R2,8/22/2020 1:32:46 PM
302,375,Duke E.coli,PM02A,E. coli,GN02007,M9,R1,8/22/2020 1:32:46 PM
303,376,Duke E.coli,PM02A,E. coli,GN02007,M9,R2,8/22/2020 1:32:46 PM
304,377,Duke E.coli,PM02A,E. coli,GN02009,M9,R1,8/22/2020 1:32:46 PM
305,378,Duke E.coli,PM02A,E. coli,GN02009,M9,R2,8/22/2020 1:32:46 PM
306,379,Duke E.coli,PM02A,E. coli,GN02094,M9,R1,8/22/2020 1:32:46 PM
307,380,Duke E.coli,PM02A,E. coli,GN02094,M9,R2,8/22/2020 1:32:46 PM
308,381,Duke E.coli,PM11C,E. coli,GN02007,IF10b,R1,8/22/2020 1:32:46 PM
309,382,Duke E.coli,PM11C,E. coli,GN02007,IF10b,R2,8/22/2020 1:32:46 PM
310,383,Duke E.coli,PM11C,E. coli,GN02009,IF10b,R1,8/22/2020 1:32:46 PM
311,384,Duke E.coli,PM11C,E. coli,GN02009,IF10b,R2,8/22/2020 1:32:46 PM
312,385,Duke E.coli,PM11C,E. coli,GN02094,IF10b,R1,8/22/2020 1:32:46 PM
313,386,Duke E.coli,PM11C,E. coli,GN02094,IF10b,R2,8/22/2020 1:32:46 PM
314,387,Duke E.coli,PM12B,E. coli,GN02007,IF10b,R1,8/22/2020 1:32:46 PM
315,388,Duke E.coli,PM12B,E. coli,GN02007,IF10b,R2,8/22/2020 1:32:46 PM
316,389,Duke E.coli,PM12B,E. coli,GN02009,IF10b,R1,8/22/2020 1:32:46 PM
317,390,Duke E.coli,PM12B,E. coli,GN02009,IF10b,R2,8/22/2020 1:32:46 PM
318,391,Duke E.coli,PM12B,E. coli,GN02094,IF10b,R1,8/22/2020 1:32:46 PM
319,392,Duke E.coli,PM12B,E. coli,GN02094,IF10b,R2,8/22/2020 1:32:46 PM
320,101,Pride E.coli,PM01,E. coli,ELI256,IF0,R1,6/28/2020 10:13:45 AM
321,102,Pride E.coli,PM01,E. coli,ELI256,IF0,R2,6/28/2020 10:13:45 AM
322,103,Pride E.coli,PM01,E. coli,ELI96,IF0,R1,6/28/2020 10:13:45 AM
323,104,Pride E.coli,PM01,E. coli,ELI96,IF0,R2,6/28/2020 10:13:45 AM
324,105,Pride E.coli,PM02A,E. coli,ELI256,IF0,R1,6/28/2020 10:13:45 AM
325,106,Pride E.coli,PM02A,E. coli,ELI256,IF0,R2,6/28/2020 10:13:45 AM
326,107,Pride E.coli,PM02A,E. coli,ELI96,IF0,R1,6/28/2020 10:13:45 AM
327,108,Pride E.coli,PM02A,E. coli,ELI96,IF0,R2,6/28/2020 10:13:45 AM
328,109,Pride E.coli,PM01,E. coli,ELI163,IF0,R1,7/5/2020 11:44:56 AM
329,110,Pride E.coli,PM01,E. coli,ELI163,IF0,R2,7/5/2020 11:44:56 AM
330,111,Pride E.coli,PM01,E. coli,ELI176,IF0,R1,7/5/2020 11:44:56 AM
331,112,Pride E.coli,PM01,E. coli,ELI176,IF0,R2,7/5/2020 11:44:56 AM
332,113,Pride E.coli,PM01,E. coli,ELI193,IF0,R1,6/27/2020 2:01:09 PM
333,114,Pride E.coli,PM01,E. coli,ELI193,IF0,R2,6/27/2020 2:01:09 PM
334,115,Pride E.coli,PM01,E. coli,ELI215,IF0,R1,6/27/2020 2:01:09 PM
335,116,Pride E.coli,PM01,E. coli,ELI215,IF0,R2,6/27/2020 2:01:09 PM
336,117,Pride E.coli,PM01,E. coli,ELI229,IF0,R1,6/27/2020 2:01:09 PM
337,118,Pride E.coli,PM01,E. coli,ELI229,IF0,R2,6/27/2020 2:01:09 PM
338,119,Pride E.coli,PM01,E. coli,ELI247,IF0,R1,6/27/2020 2:01:09 PM
339,120,Pride E.coli,PM01,E. coli,ELI247,IF0,R2,6/27/2020 2:01:09 PM
340,121,Pride E.coli,PM01,E. coli,ELI261,IF0,R1,6/27/2020 2:01:09 PM
341,122,Pride E.coli,PM01,E. coli,ELI261,IF0,R2,6/27/2020 2:01:09 PM
342,123,Pride E.coli,PM01,E. coli,ELI271,IF0,R1,6/27/2020 2:01:09 PM
343,124,Pride E.coli,PM01,E. coli,ELI271,IF0,R2,6/27/2020 2:01:09 PM
344,125,Pride E.coli,PM01,E. coli,ELI289,IF0,R1,6/27/2020 2:01:09 PM
345,126,Pride E.coli,PM01,E. coli,ELI289,IF0,R2,6/27/2020 2:01:09 PM
346,127,Pride E.coli,PM01,E. coli,ELI310,IF0,R1,6/27/2020 2:01:09 PM
347,128,Pride E.coli,PM01,E. coli,ELI310,IF0,R2,6/27/2020 2:01:09 PM
348,129,Pride E.coli,PM01,E. coli,ELI328,IF0,R1,6/27/2020 2:01:09 PM
349,130,Pride E.coli,PM01,E. coli,ELI328,IF0,R2,6/27/2020 2:01:09 PM
350,131,Pride E.coli,PM01,E. coli,ELI337,IF0,R1,6/27/2020 2:01:09 PM
351,132,Pride E.coli,PM01,E. coli,ELI337,IF0,R2,6/27/2020 2:01:09 PM
352,133,Pride E.coli,PM01,E. coli,ELI92,IF0,R1,7/5/2020 11:44:56 AM
353,134,Pride E.coli,PM01,E. coli,ELI92,IF0,R2,7/5/2020 11:44:56 AM
354,147,Pride E.coli,PM02A,E. coli,ELI163,IF0,R1,7/5/2020 11:44:56 AM
355,148,Pride E.coli,PM02A,E. coli,ELI163,IF0,R2,7/5/2020 11:44:56 AM
356,149,Pride E.coli,PM02A,E. coli,ELI176,IF0,R1,7/5/2020 11:44:56 AM
357,150,Pride E.coli,PM02A,E. coli,ELI176,IF0,R2,7/5/2020 11:44:56 AM
358,151,Pride E.coli,PM02A,E. coli,ELI193,IF0,R1,6/27/2020 2:01:09 PM
359,152,Pride E.coli,PM02A,E. coli,ELI193,IF0,R2,6/27/2020 2:01:09 PM
360,153,Pride E.coli,PM02A,E. coli,ELI215,IF0,R1,6/27/2020 2:01:09 PM
361,154,Pride E.coli,PM02A,E. coli,ELI215,IF0,R2,6/27/2020 2:01:09 PM
362,155,Pride E.coli,PM02A,E. coli,ELI229,IF0,R1,6/27/2020 2:01:09 PM
363,156,Pride E.coli,PM02A,E. coli,ELI229,IF0,R2,6/27/2020 2:01:09 PM
364,157,Pride E.coli,PM02A,E. coli,ELI247,IF0,R1,6/27/2020 2:01:09 PM
365,158,Pride E.coli,PM02A,E. coli,ELI247,IF0,R2,6/27/2020 2:01:09 PM
366,159,Pride E.coli,PM02A,E. coli,ELI261,IF0,R1,6/27/2020 2:01:09 PM
367,160,Pride E.coli,PM02A,E. coli,ELI261,IF0,R2,6/27/2020 2:01:09 PM
368,161,Pride E.coli,PM02A,E. coli,ELI271,IF0,R1,6/27/2020 2:01:09 PM
369,162,Pride E.coli,PM02A,E. coli,ELI271,IF0,R2,6/27/2020 2:01:09 PM
370,163,Pride E.coli,PM02A,E. coli,ELI289,IF0,R1,6/27/2020 2:01:09 PM
371,164,Pride E.coli,PM02A,E. coli,ELI289,IF0,R2,6/27/2020 2:01:09 PM
372,165,Pride E.coli,PM02A,E. coli,ELI310,IF0,R1,6/27/2020 2:01:09 PM
373,166,Pride E.coli,PM02A,E. coli,ELI310,IF0,R2,6/27/2020 2:01:09 PM
374,167,Pride E.coli,PM02A,E. coli,ELI328,IF0,R1,6/27/2020 2:01:09 PM
375,168,Pride E.coli,PM02A,E. coli,ELI328,IF0,R2,6/27/2020 2:01:09 PM
376,169,Pride E.coli,PM02A,E. coli,ELI337,IF0,R1,6/27/2020 2:01:09 PM
377,170,Pride E.coli,PM02A,E. coli,ELI337,IF0,R2,6/27/2020 2:01:09 PM
378,171,Pride E.coli,PM02A,E. coli,ELI92,IF0,R1,7/5/2020 11:44:56 AM
379,172,Pride E.coli,PM02A,E. coli,ELI92,IF0,R2,7/5/2020 11:44:56 AM
380,185,Pride E.coli,PM01,E. coli,ELI102,M9,R1,2/7/2020 2:06:31 PM
381,186,Pride E.coli,PM01,E. coli,ELI102,M9,R2,2/7/2020 2:06:31 PM
382,187,Pride E.coli,PM01,E. coli,ELI124,M9,R1,2/7/2020 2:06:31 PM
383,188,Pride E.coli,PM01,E. coli,ELI124,M9,R2,2/7/2020 2:06:31 PM
384,189,Pride E.coli,PM01,E. coli,ELI131,M9,R1,2/7/2020 2:06:31 PM
385,190,Pride E.coli,PM01,E. coli,ELI131,M9,R2,2/7/2020 2:06:31 PM
386,191,Pride E.coli,PM01,E. coli,ELI133,M9,R1,2/7/2020 4:24:01 PM
387,192,Pride E.coli,PM01,E. coli,ELI133,M9,R2,2/7/2020 4:24:01 PM
388,193,Pride E.coli,PM01,E. coli,ELI135,M9,R1,2/8/2020 3:11:28 PM
389,194,Pride E.coli,PM01,E. coli,ELI135,M9,R2,2/8/2020 3:11:28 PM
390,195,Pride E.coli,PM01,E. coli,ELI147,M9,R1,2/8/2020 3:11:28 PM
391,196,Pride E.coli,PM01,E. coli,ELI147,M9,R2,2/8/2020 3:11:28 PM
392,197,Pride E.coli,PM01,E. coli,ELI155,M9,R1,2/8/2020 3:11:28 PM
393,198,Pride E.coli,PM01,E. coli,ELI155,M9,R2,2/8/2020 3:11:28 PM
394,199,Pride E.coli,PM01,E. coli,ELI156,M9,R1,2/10/2020 3:57:01 PM
395,200,Pride E.coli,PM01,E. coli,ELI156,M9,R2,2/10/2020 3:57:01 PM
396,201,Pride E.coli,PM01,E. coli,ELI157,M9,R1,2/10/2020 3:57:01 PM
397,202,Pride E.coli,PM01,E. coli,ELI157,M9,R2,2/10/2020 3:57:01 PM
398,203,Pride E.coli,PM01,E. coli,ELI158,M9,R1,2/10/2020 3:57:01 PM
399,204,Pride E.coli,PM01,E. coli,ELI158,M9,R2,2/10/2020 3:57:01 PM
400,205,Pride E.coli,PM01,E. coli,ELI17,M9,R1,2/7/2020 2:06:31 PM
401,206,Pride E.coli,PM01,E. coli,ELI17,M9,R2,2/7/2020 2:06:31 PM
402,207,Pride E.coli,PM01,E. coli,ELI35,M9,R1,2/21/2020 3:35:28 PM
403,208,Pride E.coli,PM01,E. coli,ELI35,M9,R2,2/21/2020 3:35:28 PM
404,209,Pride E.coli,PM01,E. coli,ELI74,M9,R1,2/7/2020 2:06:31 PM
405,210,Pride E.coli,PM01,E. coli,ELI74,M9,R2,2/7/2020 2:06:31 PM
406,211,Pride E.coli,PM01,E. coli,ELI9,M9,R1,2/7/2020 2:06:31 PM
407,212,Pride E.coli,PM01,E. coli,ELI9,M9,R2,2/7/2020 2:06:31 PM
408,213,Pride E.coli,PM02A,E. coli,ELI102,M9,R1,2/7/2020 2:06:31 PM
409,214,Pride E.coli,PM02A,E. coli,ELI102,M9,R2,2/7/2020 2:06:31 PM
410,215,Pride E.coli,PM02A,E. coli,ELI124,M9,R1,2/7/2020 2:06:31 PM
411,216,Pride E.coli,PM02A,E. coli,ELI124,M9,R2,2/7/2020 2:06:31 PM
412,217,Pride E.coli,PM02A,E. coli,ELI131,M9,R1,2/7/2020 2:06:31 PM
413,218,Pride E.coli,PM02A,E. coli,ELI131,M9,R2,2/7/2020 2:06:31 PM
414,219,Pride E.coli,PM02A,E. coli,ELI133,M9,R1,2/7/2020 4:24:01 PM
415,220,Pride E.coli,PM02A,E. coli,ELI133,M9,R2,2/7/2020 4:24:01 PM
416,221,Pride E.coli,PM02A,E. coli,ELI135,M9,R1,2/8/2020 3:11:28 PM
417,222,Pride E.coli,PM02A,E. coli,ELI135,M9,R2,2/8/2020 3:11:28 PM
418,223,Pride E.coli,PM02A,E. coli,ELI147,M9,R1,2/8/2020 3:11:28 PM
419,224,Pride E.coli,PM02A,E. coli,ELI147,M9,R2,2/8/2020 3:11:28 PM
420,225,Pride E.coli,PM02A,E. coli,ELI155,M9,R1,2/8/2020 3:11:28 PM
421,226,Pride E.coli,PM02A,E. coli,ELI155,M9,R2,2/8/2020 3:11:28 PM
422,227,Pride E.coli,PM02A,E. coli,ELI156,M9,R1,2/10/2020 3:57:01 PM
423,228,Pride E.coli,PM02A,E. coli,ELI156,M9,R2,2/10/2020 3:57:01 PM
424,229,Pride E.coli,PM02A,E. coli,ELI157,M9,R1,2/10/2020 3:57:01 PM
425,230,Pride E.coli,PM02A,E. coli,ELI157,M9,R2,2/10/2020 3:57:01 PM
426,231,Pride E.coli,PM02A,E. coli,ELI158,M9,R1,2/10/2020 3:57:01 PM
427,232,Pride E.coli,PM02A,E. coli,ELI158,M9,R2,2/10/2020 3:57:01 PM
428,233,Pride E.coli,PM02A,E. coli,ELI17,M9,R1,2/7/2020 2:06:31 PM
429,234,Pride E.coli,PM02A,E. coli,ELI17,M9,R2,2/7/2020 2:06:31 PM
430,235,Pride E.coli,PM02A,E. coli,ELI35,M9,R1,2/21/2020 3:35:28 PM
431,236,Pride E.coli,PM02A,E. coli,ELI35,M9,R2,2/21/2020 3:35:28 PM
432,237,Pride E.coli,PM02A,E. coli,ELI74,M9,R1,2/7/2020 2:06:31 PM
433,238,Pride E.coli,PM02A,E. coli,ELI74,M9,R2,2/7/2020 2:06:31 PM
434,239,Pride E.coli,PM02A,E. coli,ELI9,M9,R1,2/7/2020 2:06:31 PM
435,240,Pride E.coli,PM02A,E. coli,ELI9,M9,R2,2/7/2020 2:06:31 PM
436,393,Saier collab,PM11C,E. coli,BW25113,IF10b,1,6/21/2020 11:33:11 AM
437,394,Saier collab,PM11C,E. coli,BW25113,IF10b,2,6/21/2020 11:33:11 AM
438,395,Saier collab,PM11C,E. coli,BW25113 delta mdlA,IF10b,1,6/21/2020 11:33:11 AM
439,396,Saier collab,PM11C,E. coli,BW25113 delta mdlA,IF10b,2,6/21/2020 11:33:11 AM
440,397,Saier collab,PM11C,E. coli,BW25113 delta mdlB,IF10b,1,6/21/2020 11:33:11 AM
441,398,Saier collab,PM11C,E. coli,BW25113 delta mdlB,IF10b,2,6/21/2020 11:33:11 AM
442,399,Saier collab,PM12B,E. coli,BW25113,IF10b,1,6/21/2020 11:33:11 AM
443,400,Saier collab,PM12B,E. coli,BW25113,IF10b,2,6/21/2020 11:33:11 AM
444,401,Saier collab,PM12B,E. coli,BW25113 delta mdlA,IF10b,1,6/21/2020 11:33:11 AM
445,402,Saier collab,PM12B,E. coli,BW25113 delta mdlA,IF10b,2,6/21/2020 11:33:11 AM
446,403,Saier collab,PM12B,E. coli,BW25113 delta mdlB,IF10b,1,6/21/2020 11:33:11 AM
447,404,Saier collab,PM12B,E. coli,BW25113 delta mdlB,IF10b,2,6/21/2020 11:33:11 AM
448,405,Saier collab,PM11C,E. coli,BW AcrAB-KO,IF10b,1,3/13/2020 3:21:02 PM
449,406,Saier collab,PM11C,E. coli,BW AcrAB-KO,IF10b,2,3/13/2020 3:21:02 PM
450,407,Saier collab,PM11C,E. coli,BW AcrAB-Yhhs-YfcJ-KO,IF10b,1,3/13/2020 3:21:02 PM
451,408,Saier collab,PM11C,E. coli,BW AcrAB-Yhhs-YfcJ-KO,IF10b,2,3/13/2020 3:21:02 PM
452,645,Saier collab,PM01,E. coli,BW25113 delta ydhS,M9,R1,10/23/2019 11:54:47 AM
453,646,Saier collab,PM01,E. coli,BW25113 delta yieP,M9,R1,10/22/2019 3:26:07 PM
454,647,Saier collab,PM02A,E. coli,BW25113,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
455,648,Saier collab,PM02A,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
456,649,Saier collab,PM02A,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,R1,10/9/2019 12:49:26 PM
457,650,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/12/2019 4:27:29 PM
458,651,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/12/2019 4:27:29 PM
459,652,Saier collab,PM11C,E. coli,BW25113,IF10b,R1,12/5/2019 5:32:28 PM
460,653,Saier collab,PM11C,E. coli,BW25113,IF10b+20mM L-Glutamate,R1,12/5/2019 5:32:28 PM
461,654,Saier collab,PM11C,E. coli,BW25113 delta ydhC,IF10b,R1,12/12/2019 4:27:29 PM
462,655,Saier collab,PM11C,E. coli,BW25113 delta ydhC,IF10,R2,12/12/2019 4:27:29 PM
463,656,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b,R1,12/5/2019 5:32:28 PM
464,657,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b+20mM L-Glutamate,R1,12/5/2019 5:32:28 PM
465,658,Saier collab,PM12B,E. coli,BW25113,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
466,659,Saier collab,PM12B,E. coli,BW25113,IF10+Inosine,R1,12/12/2019 4:27:29 PM
467,660,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R1,12/12/2019 4:27:29 PM
468,661,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
469,662,Saier collab,PM02,E. coli,BW25113,M9+20mM L-Glutamate,1,2/21/2020 11:24
470,663,Saier collab,PM02,E. coli,BW25113,M9+20mM L-Glutamate,2,2/20/2020 16:38
471,664,Saier collab,PM02,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,1,2/20/2020 16:38
472,665,Saier collab,PM02,E. coli,BW25113 delta yiaG,M9+20mM L-Glutamate,2,2/21/2020 11:24
473,666,Saier collab,PM02,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,1,2/20/2020 16:38
474,667,Saier collab,PM02,E. coli,BW25113 delta yneJ,M9+20mM L-Glutamate,2,2/21/2020 11:24
475,668,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
476,669,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
477,670,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
478,671,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
479,672,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
480,673,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
481,674,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
482,675,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
483,453,Sakoulas strains,PM11C,S. aureus,D592,MHB,R1,2/4/2020 1:28:20 PM
484,454,Sakoulas strains,PM11C,S. aureus,D592,MHB,R2,2/4/2020 1:28:20 PM
485,455,Sakoulas strains,PM11C,S. aureus,D712,MHB,R1,2/4/2020 1:28:20 PM
486,456,Sakoulas strains,PM11C,S. aureus,D712,MHB,R2,2/4/2020 1:28:20 PM
487,457,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R1,2/4/2020 1:28:20 PM
488,458,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R2,2/4/2020 1:28:20 PM
489,459,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R1,1/24/2020 3:04:59 PM
490,460,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R2,1/24/2020 3:04:59 PM
491,461,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R1,1/27/2020 3:41:59 PM
492,462,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R2,1/27/2020 3:41:59 PM
493,463,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R1,1/27/2020 3:41:59 PM
494,464,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R2,1/27/2020 3:41:59 PM
495,465,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R1,1/24/2020 3:04:59 PM
496,466,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R2,1/24/2020 3:04:59 PM
497,467,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R1,1/27/2020 3:41:59 PM
498,468,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R2,1/27/2020 3:41:59 PM
499,469,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R1,1/29/2020 3:14:03 PM
500,470,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R2,1/29/2020 3:14:03 PM
501,471,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R1,1/29/2020 3:14:03 PM
502,472,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R2,1/29/2020 3:14:03 PM
503,473,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R1,1/29/2020 3:14:03 PM
504,474,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R2,1/29/2020 3:14:03 PM
505,475,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R1,1/31/2020 11:56:04 AM
506,476,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R2,1/31/2020 11:56:04 AM
507,477,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R1,1/31/2020 11:56:04 AM
508,478,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R2,1/31/2020 11:56:04 AM
509,479,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R1,1/31/2020 11:56:04 AM
510,480,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R2,1/31/2020 11:56:04 AM
511,481,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R1,2/1/2020 12:43:48 PM
512,482,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R2,2/1/2020 12:43:48 PM
513,483,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R1,2/1/2020 12:43:48 PM
514,484,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R2,2/1/2020 12:43:48 PM
515,485,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R1,2/1/2020 12:43:48 PM
516,486,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R2,2/1/2020 12:43:48 PM
517,487,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R1,2/3/2020 1:47:28 PM
518,488,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R2,2/3/2020 1:47:28 PM
519,489,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R1,2/3/2020 1:47:28 PM
520,490,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R2,2/3/2020 1:47:28 PM
521,491,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R1,2/3/2020 1:47:28 PM
522,492,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R2,2/3/2020 1:47:28 PM
523,493,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R1,1/24/2020 3:04:59 PM
524,494,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R2,1/24/2020 3:04:59 PM
525,495,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R1,1/25/2020 2:07:30 PM
526,496,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R2,1/25/2020 2:07:30 PM
527,497,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R1,1/25/2020 2:07:30 PM
528,498,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R2,1/25/2020 2:07:30 PM
529,499,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R1,1/25/2020 2:07:30 PM
530,500,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R2,1/25/2020 2:07:30 PM
531,501,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R1,2/4/2020 1:28:20 PM
532,502,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R2,2/4/2020 1:28:20 PM
533,503,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R1,2/4/2020 1:28:20 PM
534,504,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R2,2/4/2020 1:28:20 PM
535,505,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R1,2/4/2020 1:28:20 PM
536,506,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R2,2/4/2020 1:28:20 PM
537,507,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R1,1/24/2020 3:04:59 PM
538,508,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R2,1/24/2020 3:04:59 PM
539,509,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R1,1/27/2020 3:41:59 PM
540,510,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R2,1/27/2020 3:41:59 PM
541,511,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R1,1/27/2020 3:41:59 PM
542,512,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R2,1/27/2020 3:41:59 PM
543,513,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R1,1/24/2020 3:04:59 PM
544,514,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R2,1/24/2020 3:04:59 PM
545,515,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R1,1/27/2020 3:41:59 PM
546,516,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R2,1/27/2020 3:41:59 PM
547,517,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R1,1/29/2020 3:14:03 PM
548,518,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R2,1/29/2020 3:14:03 PM
